,source,blood_cell
8242,barcelone,lymphocyte
8243,barcelone,lymphocyte
8244,barcelone,lymphocyte
8245,barcelone,lymphocyte
8246,barcelone,lymphocyte
8247,barcelone,lymphocyte
8248,barcelone,lymphocyte
8249,barcelone,lymphocyte
8250,barcelone,lymphocyte
8251,barcelone,lymphocyte
8252,barcelone,lymphocyte
8253,barcelone,lymphocyte
8254,barcelone,lymphocyte
8255,barcelone,lymphocyte
8256,barcelone,lymphocyte
8257,barcelone,lymphocyte
8258,barcelone,lymphocyte
8259,barcelone,lymphocyte
8260,barcelone,lymphocyte
8261,barcelone,lymphocyte
8262,barcelone,lymphocyte
8263,barcelone,lymphocyte
8264,barcelone,lymphocyte
8265,barcelone,lymphocyte
8266,barcelone,lymphocyte
8267,barcelone,lymphocyte
8268,barcelone,lymphocyte
8269,barcelone,lymphocyte
8270,barcelone,lymphocyte
8271,barcelone,lymphocyte
8272,barcelone,lymphocyte
8273,barcelone,lymphocyte
8274,barcelone,lymphocyte
8275,barcelone,lymphocyte
8276,barcelone,lymphocyte
8277,barcelone,lymphocyte
8278,barcelone,lymphocyte
8279,barcelone,lymphocyte
8280,barcelone,lymphocyte
8281,barcelone,lymphocyte
8282,barcelone,lymphocyte
8283,barcelone,lymphocyte
8284,barcelone,lymphocyte
8285,barcelone,lymphocyte
8286,barcelone,lymphocyte
8287,barcelone,lymphocyte
8288,barcelone,lymphocyte
8289,barcelone,lymphocyte
8290,barcelone,lymphocyte
8291,barcelone,lymphocyte
8292,barcelone,lymphocyte
8293,barcelone,lymphocyte
8294,barcelone,lymphocyte
8295,barcelone,lymphocyte
8296,barcelone,lymphocyte
8297,barcelone,lymphocyte
8298,barcelone,lymphocyte
8299,barcelone,lymphocyte
8300,barcelone,lymphocyte
8301,barcelone,lymphocyte
8302,barcelone,lymphocyte
8303,barcelone,lymphocyte
8304,barcelone,lymphocyte
8305,barcelone,lymphocyte
8306,barcelone,lymphocyte
8307,barcelone,lymphocyte
8308,barcelone,lymphocyte
8309,barcelone,lymphocyte
8310,barcelone,lymphocyte
8311,barcelone,lymphocyte
8312,barcelone,lymphocyte
8313,barcelone,lymphocyte
8314,barcelone,lymphocyte
8315,barcelone,lymphocyte
8316,barcelone,lymphocyte
8317,barcelone,lymphocyte
8318,barcelone,lymphocyte
8319,barcelone,lymphocyte
8320,barcelone,lymphocyte
8321,barcelone,lymphocyte
8322,barcelone,lymphocyte
8323,barcelone,lymphocyte
8324,barcelone,lymphocyte
8325,barcelone,lymphocyte
8326,barcelone,lymphocyte
8327,barcelone,lymphocyte
8328,barcelone,lymphocyte
8329,barcelone,lymphocyte
8330,barcelone,lymphocyte
8331,barcelone,lymphocyte
8332,barcelone,lymphocyte
8333,barcelone,lymphocyte
8334,barcelone,lymphocyte
8335,barcelone,lymphocyte
8336,barcelone,lymphocyte
8337,barcelone,lymphocyte
8338,barcelone,lymphocyte
8339,barcelone,lymphocyte
8340,barcelone,lymphocyte
8341,barcelone,lymphocyte
8342,barcelone,lymphocyte
8343,barcelone,lymphocyte
8344,barcelone,lymphocyte
8345,barcelone,lymphocyte
8346,barcelone,lymphocyte
8347,barcelone,lymphocyte
8348,barcelone,lymphocyte
8349,barcelone,lymphocyte
8350,barcelone,lymphocyte
8351,barcelone,lymphocyte
8352,barcelone,lymphocyte
8353,barcelone,lymphocyte
8354,barcelone,lymphocyte
8355,barcelone,lymphocyte
8356,barcelone,lymphocyte
8357,barcelone,lymphocyte
8358,barcelone,lymphocyte
8359,barcelone,lymphocyte
8360,barcelone,lymphocyte
8361,barcelone,lymphocyte
8362,barcelone,lymphocyte
8363,barcelone,lymphocyte
8364,barcelone,lymphocyte
8365,barcelone,lymphocyte
8366,barcelone,lymphocyte
8367,barcelone,lymphocyte
8368,barcelone,lymphocyte
8369,barcelone,lymphocyte
8370,barcelone,lymphocyte
8371,barcelone,lymphocyte
8372,barcelone,lymphocyte
8373,barcelone,lymphocyte
8374,barcelone,lymphocyte
8375,barcelone,lymphocyte
8376,barcelone,lymphocyte
8377,barcelone,lymphocyte
8378,barcelone,lymphocyte
8379,barcelone,lymphocyte
8380,barcelone,lymphocyte
8381,barcelone,lymphocyte
8382,barcelone,lymphocyte
8383,barcelone,lymphocyte
8384,barcelone,lymphocyte
8385,barcelone,lymphocyte
8386,barcelone,lymphocyte
8387,barcelone,lymphocyte
8388,barcelone,lymphocyte
8389,barcelone,lymphocyte
8390,barcelone,lymphocyte
8391,barcelone,lymphocyte
8392,barcelone,lymphocyte
8393,barcelone,lymphocyte
8394,barcelone,lymphocyte
8395,barcelone,lymphocyte
8396,barcelone,lymphocyte
8397,barcelone,lymphocyte
8398,barcelone,lymphocyte
8399,barcelone,lymphocyte
8400,barcelone,lymphocyte
8401,barcelone,lymphocyte
8402,barcelone,lymphocyte
8403,barcelone,lymphocyte
8404,barcelone,lymphocyte
8405,barcelone,lymphocyte
8406,barcelone,lymphocyte
8407,barcelone,lymphocyte
8408,barcelone,lymphocyte
8409,barcelone,lymphocyte
8410,barcelone,lymphocyte
8411,barcelone,lymphocyte
8412,barcelone,lymphocyte
8413,barcelone,lymphocyte
8414,barcelone,lymphocyte
8415,barcelone,lymphocyte
8416,barcelone,lymphocyte
8417,barcelone,lymphocyte
8418,barcelone,lymphocyte
8419,barcelone,lymphocyte
8420,barcelone,lymphocyte
8421,barcelone,lymphocyte
8422,barcelone,lymphocyte
8423,barcelone,lymphocyte
8424,barcelone,lymphocyte
8425,barcelone,lymphocyte
8426,barcelone,lymphocyte
8427,barcelone,lymphocyte
8428,barcelone,lymphocyte
8429,barcelone,lymphocyte
8430,barcelone,lymphocyte
8431,barcelone,lymphocyte
8432,barcelone,lymphocyte
8433,barcelone,lymphocyte
8434,barcelone,lymphocyte
8435,barcelone,lymphocyte
8436,barcelone,lymphocyte
8437,barcelone,lymphocyte
8438,barcelone,lymphocyte
8439,barcelone,lymphocyte
8440,barcelone,lymphocyte
8441,barcelone,lymphocyte
8442,barcelone,lymphocyte
8443,barcelone,lymphocyte
8444,barcelone,lymphocyte
8445,barcelone,lymphocyte
8446,barcelone,lymphocyte
8447,barcelone,lymphocyte
8448,barcelone,lymphocyte
8449,barcelone,lymphocyte
8450,barcelone,lymphocyte
8451,barcelone,lymphocyte
8452,barcelone,lymphocyte
8453,barcelone,lymphocyte
8454,barcelone,lymphocyte
8455,barcelone,lymphocyte
8456,barcelone,lymphocyte
8457,barcelone,lymphocyte
8458,barcelone,lymphocyte
8459,barcelone,lymphocyte
8460,barcelone,lymphocyte
8461,barcelone,lymphocyte
8462,barcelone,lymphocyte
8463,barcelone,lymphocyte
8464,barcelone,lymphocyte
8465,barcelone,lymphocyte
8466,barcelone,lymphocyte
8467,barcelone,lymphocyte
8468,barcelone,lymphocyte
8469,barcelone,lymphocyte
8470,barcelone,lymphocyte
8471,barcelone,lymphocyte
8472,barcelone,lymphocyte
8473,barcelone,lymphocyte
8474,barcelone,lymphocyte
8475,barcelone,lymphocyte
8476,barcelone,lymphocyte
8477,barcelone,lymphocyte
8478,barcelone,lymphocyte
8479,barcelone,lymphocyte
8480,barcelone,lymphocyte
8481,barcelone,lymphocyte
8482,barcelone,lymphocyte
8483,barcelone,lymphocyte
8484,barcelone,lymphocyte
8485,barcelone,lymphocyte
8486,barcelone,lymphocyte
8487,barcelone,lymphocyte
8488,barcelone,lymphocyte
8489,barcelone,lymphocyte
8490,barcelone,lymphocyte
8491,barcelone,lymphocyte
8492,barcelone,lymphocyte
8493,barcelone,lymphocyte
8494,barcelone,lymphocyte
8495,barcelone,lymphocyte
8496,barcelone,lymphocyte
8497,barcelone,lymphocyte
8498,barcelone,lymphocyte
8499,barcelone,lymphocyte
8500,barcelone,lymphocyte
8501,barcelone,lymphocyte
8502,barcelone,lymphocyte
8503,barcelone,lymphocyte
8504,barcelone,lymphocyte
8505,barcelone,lymphocyte
8506,barcelone,lymphocyte
8507,barcelone,lymphocyte
8508,barcelone,lymphocyte
8509,barcelone,lymphocyte
8510,barcelone,lymphocyte
8511,barcelone,lymphocyte
8512,barcelone,lymphocyte
8513,barcelone,lymphocyte
8514,barcelone,lymphocyte
8515,barcelone,lymphocyte
8516,barcelone,lymphocyte
8517,barcelone,lymphocyte
8518,barcelone,lymphocyte
8519,barcelone,lymphocyte
8520,barcelone,lymphocyte
8521,barcelone,lymphocyte
8522,barcelone,lymphocyte
8523,barcelone,lymphocyte
8524,barcelone,lymphocyte
8525,barcelone,lymphocyte
8526,barcelone,lymphocyte
8527,barcelone,lymphocyte
8528,barcelone,lymphocyte
8529,barcelone,lymphocyte
8530,barcelone,lymphocyte
8531,barcelone,lymphocyte
8532,barcelone,lymphocyte
8533,barcelone,lymphocyte
8534,barcelone,lymphocyte
8535,barcelone,lymphocyte
8536,barcelone,lymphocyte
8537,barcelone,lymphocyte
8538,barcelone,lymphocyte
8539,barcelone,lymphocyte
8540,barcelone,lymphocyte
8541,barcelone,lymphocyte
8542,barcelone,lymphocyte
8543,barcelone,lymphocyte
8544,barcelone,lymphocyte
8545,barcelone,lymphocyte
8546,barcelone,lymphocyte
8547,barcelone,lymphocyte
8548,barcelone,lymphocyte
8549,barcelone,lymphocyte
8550,barcelone,lymphocyte
8551,barcelone,lymphocyte
8552,barcelone,lymphocyte
8553,barcelone,lymphocyte
8554,barcelone,lymphocyte
8555,barcelone,lymphocyte
8556,barcelone,lymphocyte
8557,barcelone,lymphocyte
8558,barcelone,lymphocyte
8559,barcelone,lymphocyte
8560,barcelone,lymphocyte
8561,barcelone,lymphocyte
8562,barcelone,lymphocyte
8563,barcelone,lymphocyte
8564,barcelone,lymphocyte
8565,barcelone,lymphocyte
8566,barcelone,lymphocyte
8567,barcelone,lymphocyte
8568,barcelone,lymphocyte
8569,barcelone,lymphocyte
8570,barcelone,lymphocyte
8571,barcelone,lymphocyte
8572,barcelone,lymphocyte
8573,barcelone,lymphocyte
8574,barcelone,lymphocyte
8575,barcelone,lymphocyte
8576,barcelone,lymphocyte
8577,barcelone,lymphocyte
8578,barcelone,lymphocyte
8579,barcelone,lymphocyte
8580,barcelone,lymphocyte
8581,barcelone,lymphocyte
8582,barcelone,lymphocyte
8583,barcelone,lymphocyte
8584,barcelone,lymphocyte
8585,barcelone,lymphocyte
8586,barcelone,lymphocyte
8587,barcelone,lymphocyte
8588,barcelone,lymphocyte
8589,barcelone,lymphocyte
8590,barcelone,lymphocyte
8591,barcelone,lymphocyte
8592,barcelone,lymphocyte
8593,barcelone,lymphocyte
8594,barcelone,lymphocyte
8595,barcelone,lymphocyte
8596,barcelone,lymphocyte
8597,barcelone,lymphocyte
8598,barcelone,lymphocyte
8599,barcelone,lymphocyte
8600,barcelone,lymphocyte
8601,barcelone,lymphocyte
8602,barcelone,lymphocyte
8603,barcelone,lymphocyte
8604,barcelone,lymphocyte
8605,barcelone,lymphocyte
8606,barcelone,lymphocyte
8607,barcelone,lymphocyte
8608,barcelone,lymphocyte
8609,barcelone,lymphocyte
8610,barcelone,lymphocyte
8611,barcelone,lymphocyte
8612,barcelone,lymphocyte
8613,barcelone,lymphocyte
8614,barcelone,lymphocyte
8615,barcelone,lymphocyte
8616,barcelone,lymphocyte
8617,barcelone,lymphocyte
8618,barcelone,lymphocyte
8619,barcelone,lymphocyte
8620,barcelone,lymphocyte
8621,barcelone,lymphocyte
8622,barcelone,lymphocyte
8623,barcelone,lymphocyte
8624,barcelone,lymphocyte
8625,barcelone,lymphocyte
8626,barcelone,lymphocyte
8627,barcelone,lymphocyte
8628,barcelone,lymphocyte
8629,barcelone,lymphocyte
8630,barcelone,lymphocyte
8631,barcelone,lymphocyte
8632,barcelone,lymphocyte
8633,barcelone,lymphocyte
8634,barcelone,lymphocyte
8635,barcelone,lymphocyte
8636,barcelone,lymphocyte
8637,barcelone,lymphocyte
8638,barcelone,lymphocyte
8639,barcelone,lymphocyte
8640,barcelone,lymphocyte
8641,barcelone,lymphocyte
8642,barcelone,lymphocyte
8643,barcelone,lymphocyte
8644,barcelone,lymphocyte
8645,barcelone,lymphocyte
8646,barcelone,lymphocyte
8647,barcelone,lymphocyte
8648,barcelone,lymphocyte
8649,barcelone,lymphocyte
8650,barcelone,lymphocyte
8651,barcelone,lymphocyte
8652,barcelone,lymphocyte
8653,barcelone,lymphocyte
8654,barcelone,lymphocyte
8655,barcelone,lymphocyte
8656,barcelone,lymphocyte
8657,barcelone,lymphocyte
8658,barcelone,lymphocyte
8659,barcelone,lymphocyte
8660,barcelone,lymphocyte
8661,barcelone,lymphocyte
8662,barcelone,lymphocyte
8663,barcelone,lymphocyte
8664,barcelone,lymphocyte
8665,barcelone,lymphocyte
8666,barcelone,lymphocyte
8667,barcelone,lymphocyte
8668,barcelone,lymphocyte
8669,barcelone,lymphocyte
8670,barcelone,lymphocyte
8671,barcelone,lymphocyte
8672,barcelone,lymphocyte
8673,barcelone,lymphocyte
8674,barcelone,lymphocyte
8675,barcelone,lymphocyte
8676,barcelone,lymphocyte
8677,barcelone,lymphocyte
8678,barcelone,lymphocyte
8679,barcelone,lymphocyte
8680,barcelone,lymphocyte
8681,barcelone,lymphocyte
8682,barcelone,lymphocyte
8683,barcelone,lymphocyte
8684,barcelone,lymphocyte
8685,barcelone,lymphocyte
8686,barcelone,lymphocyte
8687,barcelone,lymphocyte
8688,barcelone,lymphocyte
8689,barcelone,lymphocyte
8690,barcelone,lymphocyte
8691,barcelone,lymphocyte
8692,barcelone,lymphocyte
8693,barcelone,lymphocyte
8694,barcelone,lymphocyte
8695,barcelone,lymphocyte
8696,barcelone,lymphocyte
8697,barcelone,lymphocyte
8698,barcelone,lymphocyte
8699,barcelone,lymphocyte
8700,barcelone,lymphocyte
8701,barcelone,lymphocyte
8702,barcelone,lymphocyte
8703,barcelone,lymphocyte
8704,barcelone,lymphocyte
8705,barcelone,lymphocyte
8706,barcelone,lymphocyte
8707,barcelone,lymphocyte
8708,barcelone,lymphocyte
8709,barcelone,lymphocyte
8710,barcelone,lymphocyte
8711,barcelone,lymphocyte
8712,barcelone,lymphocyte
8713,barcelone,lymphocyte
8714,barcelone,lymphocyte
8715,barcelone,lymphocyte
8716,barcelone,lymphocyte
8717,barcelone,lymphocyte
8718,barcelone,lymphocyte
8719,barcelone,lymphocyte
8720,barcelone,lymphocyte
8721,barcelone,lymphocyte
8722,barcelone,lymphocyte
8723,barcelone,lymphocyte
8724,barcelone,lymphocyte
8725,barcelone,lymphocyte
8726,barcelone,lymphocyte
8727,barcelone,lymphocyte
8728,barcelone,lymphocyte
8729,barcelone,lymphocyte
8730,barcelone,lymphocyte
8731,barcelone,lymphocyte
8732,barcelone,lymphocyte
8733,barcelone,lymphocyte
8734,barcelone,lymphocyte
8735,barcelone,lymphocyte
8736,barcelone,lymphocyte
8737,barcelone,lymphocyte
8738,barcelone,lymphocyte
8739,barcelone,lymphocyte
8740,barcelone,lymphocyte
8741,barcelone,lymphocyte
8742,barcelone,lymphocyte
8743,barcelone,lymphocyte
8744,barcelone,lymphocyte
8745,barcelone,lymphocyte
8746,barcelone,lymphocyte
8747,barcelone,lymphocyte
8748,barcelone,lymphocyte
8749,barcelone,lymphocyte
8750,barcelone,lymphocyte
8751,barcelone,lymphocyte
8752,barcelone,lymphocyte
8753,barcelone,lymphocyte
8754,barcelone,lymphocyte
8755,barcelone,lymphocyte
8756,barcelone,lymphocyte
8757,barcelone,lymphocyte
8758,barcelone,lymphocyte
8759,barcelone,lymphocyte
8760,barcelone,lymphocyte
8761,barcelone,lymphocyte
8762,barcelone,lymphocyte
8763,barcelone,lymphocyte
8764,barcelone,lymphocyte
8765,barcelone,lymphocyte
8766,barcelone,lymphocyte
8767,barcelone,lymphocyte
8768,barcelone,lymphocyte
8769,barcelone,lymphocyte
8770,barcelone,lymphocyte
8771,barcelone,lymphocyte
8772,barcelone,lymphocyte
8773,barcelone,lymphocyte
8774,barcelone,lymphocyte
8775,barcelone,lymphocyte
8776,barcelone,lymphocyte
8777,barcelone,lymphocyte
8778,barcelone,lymphocyte
8779,barcelone,lymphocyte
8780,barcelone,lymphocyte
8781,barcelone,lymphocyte
8782,barcelone,lymphocyte
8783,barcelone,lymphocyte
8784,barcelone,lymphocyte
8785,barcelone,lymphocyte
8786,barcelone,lymphocyte
8787,barcelone,lymphocyte
8788,barcelone,lymphocyte
8789,barcelone,lymphocyte
8790,barcelone,lymphocyte
8791,barcelone,lymphocyte
8792,barcelone,lymphocyte
8793,barcelone,lymphocyte
8794,barcelone,lymphocyte
8795,barcelone,lymphocyte
8796,barcelone,lymphocyte
8797,barcelone,lymphocyte
8798,barcelone,lymphocyte
8799,barcelone,lymphocyte
8800,barcelone,lymphocyte
8801,barcelone,lymphocyte
8802,barcelone,lymphocyte
8803,barcelone,lymphocyte
8804,barcelone,lymphocyte
8805,barcelone,lymphocyte
8806,barcelone,lymphocyte
8807,barcelone,lymphocyte
8808,barcelone,lymphocyte
8809,barcelone,lymphocyte
8810,barcelone,lymphocyte
8811,barcelone,lymphocyte
8812,barcelone,lymphocyte
8813,barcelone,lymphocyte
8814,barcelone,lymphocyte
8815,barcelone,lymphocyte
8816,barcelone,lymphocyte
8817,barcelone,lymphocyte
8818,barcelone,lymphocyte
8819,barcelone,lymphocyte
8820,barcelone,lymphocyte
8821,barcelone,lymphocyte
8822,barcelone,lymphocyte
8823,barcelone,lymphocyte
8824,barcelone,lymphocyte
8825,barcelone,lymphocyte
8826,barcelone,lymphocyte
8827,barcelone,lymphocyte
8828,barcelone,lymphocyte
8829,barcelone,lymphocyte
8830,barcelone,lymphocyte
8831,barcelone,lymphocyte
8832,barcelone,lymphocyte
8833,barcelone,lymphocyte
8834,barcelone,lymphocyte
8835,barcelone,lymphocyte
8836,barcelone,lymphocyte
8837,barcelone,lymphocyte
8838,barcelone,lymphocyte
8839,barcelone,lymphocyte
8840,barcelone,lymphocyte
8841,barcelone,lymphocyte
8842,barcelone,lymphocyte
8843,barcelone,lymphocyte
8844,barcelone,lymphocyte
8845,barcelone,lymphocyte
8846,barcelone,lymphocyte
8847,barcelone,lymphocyte
8848,barcelone,lymphocyte
8849,barcelone,lymphocyte
8850,barcelone,lymphocyte
8851,barcelone,lymphocyte
8852,barcelone,lymphocyte
8853,barcelone,lymphocyte
8854,barcelone,lymphocyte
8855,barcelone,lymphocyte
8856,barcelone,lymphocyte
8857,barcelone,lymphocyte
8858,barcelone,lymphocyte
8859,barcelone,lymphocyte
8860,barcelone,lymphocyte
8861,barcelone,lymphocyte
8862,barcelone,lymphocyte
8863,barcelone,lymphocyte
8864,barcelone,lymphocyte
8865,barcelone,lymphocyte
8866,barcelone,lymphocyte
8867,barcelone,lymphocyte
8868,barcelone,lymphocyte
8869,barcelone,lymphocyte
8870,barcelone,lymphocyte
8871,barcelone,lymphocyte
8872,barcelone,lymphocyte
8873,barcelone,lymphocyte
8874,barcelone,lymphocyte
8875,barcelone,lymphocyte
8876,barcelone,lymphocyte
8877,barcelone,lymphocyte
8878,barcelone,lymphocyte
8879,barcelone,lymphocyte
8880,barcelone,lymphocyte
8881,barcelone,lymphocyte
8882,barcelone,lymphocyte
8883,barcelone,lymphocyte
8884,barcelone,lymphocyte
8885,barcelone,lymphocyte
8886,barcelone,lymphocyte
8887,barcelone,lymphocyte
8888,barcelone,lymphocyte
8889,barcelone,lymphocyte
8890,barcelone,lymphocyte
8891,barcelone,lymphocyte
8892,barcelone,lymphocyte
8893,barcelone,lymphocyte
8894,barcelone,lymphocyte
8895,barcelone,lymphocyte
8896,barcelone,lymphocyte
8897,barcelone,lymphocyte
8898,barcelone,lymphocyte
8899,barcelone,lymphocyte
8900,barcelone,lymphocyte
8901,barcelone,lymphocyte
8902,barcelone,lymphocyte
8903,barcelone,lymphocyte
8904,barcelone,lymphocyte
8905,barcelone,lymphocyte
8906,barcelone,lymphocyte
8907,barcelone,lymphocyte
8908,barcelone,lymphocyte
8909,barcelone,lymphocyte
8910,barcelone,lymphocyte
8911,barcelone,lymphocyte
8912,barcelone,lymphocyte
8913,barcelone,lymphocyte
8914,barcelone,lymphocyte
8915,barcelone,lymphocyte
8916,barcelone,lymphocyte
8917,barcelone,lymphocyte
8918,barcelone,lymphocyte
8919,barcelone,lymphocyte
8920,barcelone,lymphocyte
8921,barcelone,lymphocyte
8922,barcelone,lymphocyte
8923,barcelone,lymphocyte
8924,barcelone,lymphocyte
8925,barcelone,lymphocyte
8926,barcelone,lymphocyte
8927,barcelone,lymphocyte
8928,barcelone,lymphocyte
8929,barcelone,lymphocyte
8930,barcelone,lymphocyte
8931,barcelone,lymphocyte
8932,barcelone,lymphocyte
8933,barcelone,lymphocyte
8934,barcelone,lymphocyte
8935,barcelone,lymphocyte
8936,barcelone,lymphocyte
8937,barcelone,lymphocyte
8938,barcelone,lymphocyte
8939,barcelone,lymphocyte
8940,barcelone,lymphocyte
8941,barcelone,lymphocyte
8942,barcelone,lymphocyte
8943,barcelone,lymphocyte
8944,barcelone,lymphocyte
8945,barcelone,lymphocyte
8946,barcelone,lymphocyte
8947,barcelone,lymphocyte
8948,barcelone,lymphocyte
8949,barcelone,lymphocyte
8950,barcelone,lymphocyte
8951,barcelone,lymphocyte
8952,barcelone,lymphocyte
8953,barcelone,lymphocyte
8954,barcelone,lymphocyte
8955,barcelone,lymphocyte
8956,barcelone,lymphocyte
8957,barcelone,lymphocyte
8958,barcelone,lymphocyte
8959,barcelone,lymphocyte
8960,barcelone,lymphocyte
8961,barcelone,lymphocyte
8962,barcelone,lymphocyte
8963,barcelone,lymphocyte
8964,barcelone,lymphocyte
8965,barcelone,lymphocyte
8966,barcelone,lymphocyte
8967,barcelone,lymphocyte
8968,barcelone,lymphocyte
8969,barcelone,lymphocyte
8970,barcelone,lymphocyte
8971,barcelone,lymphocyte
8972,barcelone,lymphocyte
8973,barcelone,lymphocyte
8974,barcelone,lymphocyte
8975,barcelone,lymphocyte
8976,barcelone,lymphocyte
8977,barcelone,lymphocyte
8978,barcelone,lymphocyte
8979,barcelone,lymphocyte
8980,barcelone,lymphocyte
8981,barcelone,lymphocyte
8982,barcelone,lymphocyte
8983,barcelone,lymphocyte
8984,barcelone,lymphocyte
8985,barcelone,lymphocyte
8986,barcelone,lymphocyte
8987,barcelone,lymphocyte
8988,barcelone,lymphocyte
8989,barcelone,lymphocyte
8990,barcelone,lymphocyte
8991,barcelone,lymphocyte
8992,barcelone,lymphocyte
8993,barcelone,lymphocyte
8994,barcelone,lymphocyte
8995,barcelone,lymphocyte
8996,barcelone,lymphocyte
8997,barcelone,lymphocyte
8998,barcelone,lymphocyte
8999,barcelone,lymphocyte
9000,barcelone,lymphocyte
9001,barcelone,lymphocyte
9002,barcelone,lymphocyte
9003,barcelone,lymphocyte
9004,barcelone,lymphocyte
9005,barcelone,lymphocyte
9006,barcelone,lymphocyte
9007,barcelone,lymphocyte
9008,barcelone,lymphocyte
9009,barcelone,lymphocyte
9010,barcelone,lymphocyte
9011,barcelone,lymphocyte
9012,barcelone,lymphocyte
9013,barcelone,lymphocyte
9014,barcelone,lymphocyte
9015,barcelone,lymphocyte
9016,barcelone,lymphocyte
9017,barcelone,lymphocyte
9018,barcelone,lymphocyte
9019,barcelone,lymphocyte
9020,barcelone,lymphocyte
9021,barcelone,lymphocyte
9022,barcelone,lymphocyte
9023,barcelone,lymphocyte
9024,barcelone,lymphocyte
9025,barcelone,lymphocyte
9026,barcelone,lymphocyte
9027,barcelone,lymphocyte
9028,barcelone,lymphocyte
9029,barcelone,lymphocyte
9030,barcelone,lymphocyte
9031,barcelone,lymphocyte
9032,barcelone,lymphocyte
9033,barcelone,lymphocyte
9034,barcelone,lymphocyte
9035,barcelone,lymphocyte
9036,barcelone,lymphocyte
9037,barcelone,lymphocyte
9038,barcelone,lymphocyte
9039,barcelone,lymphocyte
9040,barcelone,lymphocyte
9041,barcelone,lymphocyte
9042,barcelone,lymphocyte
9043,barcelone,lymphocyte
9044,barcelone,lymphocyte
9045,barcelone,lymphocyte
9046,barcelone,lymphocyte
9047,barcelone,lymphocyte
9048,barcelone,lymphocyte
9049,barcelone,lymphocyte
9050,barcelone,lymphocyte
9051,barcelone,lymphocyte
9052,barcelone,lymphocyte
9053,barcelone,lymphocyte
9054,barcelone,lymphocyte
9055,barcelone,lymphocyte
9056,barcelone,lymphocyte
9057,barcelone,lymphocyte
9058,barcelone,lymphocyte
9059,barcelone,lymphocyte
9060,barcelone,lymphocyte
9061,barcelone,lymphocyte
9062,barcelone,lymphocyte
9063,barcelone,lymphocyte
9064,barcelone,lymphocyte
9065,barcelone,lymphocyte
9066,barcelone,lymphocyte
9067,barcelone,lymphocyte
9068,barcelone,lymphocyte
9069,barcelone,lymphocyte
9070,barcelone,lymphocyte
9071,barcelone,lymphocyte
9072,barcelone,lymphocyte
9073,barcelone,lymphocyte
9074,barcelone,lymphocyte
9075,barcelone,lymphocyte
9076,barcelone,lymphocyte
9077,barcelone,lymphocyte
9078,barcelone,lymphocyte
9079,barcelone,lymphocyte
9080,barcelone,lymphocyte
9081,barcelone,lymphocyte
9082,barcelone,lymphocyte
9083,barcelone,lymphocyte
9084,barcelone,lymphocyte
9085,barcelone,lymphocyte
9086,barcelone,lymphocyte
9087,barcelone,lymphocyte
9088,barcelone,lymphocyte
9089,barcelone,lymphocyte
9090,barcelone,lymphocyte
9091,barcelone,lymphocyte
9092,barcelone,lymphocyte
9093,barcelone,lymphocyte
9094,barcelone,lymphocyte
9095,barcelone,lymphocyte
9096,barcelone,lymphocyte
9097,barcelone,lymphocyte
9098,barcelone,lymphocyte
9099,barcelone,lymphocyte
9100,barcelone,lymphocyte
9101,barcelone,lymphocyte
9102,barcelone,lymphocyte
9103,barcelone,lymphocyte
9104,barcelone,lymphocyte
9105,barcelone,lymphocyte
9106,barcelone,lymphocyte
9107,barcelone,lymphocyte
9108,barcelone,lymphocyte
9109,barcelone,lymphocyte
9110,barcelone,lymphocyte
9111,barcelone,lymphocyte
9112,barcelone,lymphocyte
9113,barcelone,lymphocyte
9114,barcelone,lymphocyte
9115,barcelone,lymphocyte
9116,barcelone,lymphocyte
9117,barcelone,lymphocyte
9118,barcelone,lymphocyte
9119,barcelone,lymphocyte
9120,barcelone,lymphocyte
9121,barcelone,lymphocyte
9122,barcelone,lymphocyte
9123,barcelone,lymphocyte
9124,barcelone,lymphocyte
9125,barcelone,lymphocyte
9126,barcelone,lymphocyte
9127,barcelone,lymphocyte
9128,barcelone,lymphocyte
9129,barcelone,lymphocyte
9130,barcelone,lymphocyte
9131,barcelone,lymphocyte
9132,barcelone,lymphocyte
9133,barcelone,lymphocyte
9134,barcelone,lymphocyte
9135,barcelone,lymphocyte
9136,barcelone,lymphocyte
9137,barcelone,lymphocyte
9138,barcelone,lymphocyte
9139,barcelone,lymphocyte
9140,barcelone,lymphocyte
9141,barcelone,lymphocyte
9142,barcelone,lymphocyte
9143,barcelone,lymphocyte
9144,barcelone,lymphocyte
9145,barcelone,lymphocyte
9146,barcelone,lymphocyte
9147,barcelone,lymphocyte
9148,barcelone,lymphocyte
9149,barcelone,lymphocyte
9150,barcelone,lymphocyte
9151,barcelone,lymphocyte
9152,barcelone,lymphocyte
9153,barcelone,lymphocyte
9154,barcelone,lymphocyte
9155,barcelone,lymphocyte
9156,barcelone,lymphocyte
9157,barcelone,lymphocyte
9158,barcelone,lymphocyte
9159,barcelone,lymphocyte
9160,barcelone,lymphocyte
9161,barcelone,lymphocyte
9162,barcelone,lymphocyte
9163,barcelone,lymphocyte
9164,barcelone,lymphocyte
9165,barcelone,lymphocyte
9166,barcelone,lymphocyte
9167,barcelone,lymphocyte
9168,barcelone,lymphocyte
9169,barcelone,lymphocyte
9170,barcelone,lymphocyte
9171,barcelone,lymphocyte
9172,barcelone,lymphocyte
9173,barcelone,lymphocyte
